Тип,Название,Цена,Ресторан,Ссылка,Адресс
"Суши","Суши «Спайс с креветкой»"," 37","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Суши «Спайс с угрем»"," 51","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Хоккайдо»"," 246","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Фудзи»"," 141","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Чука»"," 144","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Радуга»"," 171","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Авокадо с шиитаке»"," 97","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Авокадо спайс»"," 165","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Красное руно»"," 150","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Авокадо эби»"," 132","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Зеленый дракон»"," 174","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Калифорния с лососем»"," 102","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Калифорния с лососем тобико»"," 132","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Калифорния с угрем»"," 156","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Маки авокадо»"," 51","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Маки креветка»"," 105","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Маки угорь»"," 117","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Маки лосось»"," 75","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Маки овощи»"," 42","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Нью-Йорк»"," 132","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Сяке эби»"," 162","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Филадельфия»"," 132","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Филадельфия с крабом»"," 150","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Филадельфия с креветкой»"," 123","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Филадельфия с угрем»"," 156","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Филадельфия сяке»"," 105","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Черная Филадельфия»"," 186","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Калифорния с крабом»"," 114","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Маки огурец»"," 36","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Филадельфия с шиитаке»"," 82","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Филадельфия сяке кунсей»"," 114","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Аляска»"," 111","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Аризона»"," 270","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Макси»"," 159","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Золотой дракон»"," 245","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Кани»"," 96","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Балтимор»"," 174","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Футомаки»"," 180","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Тори спайс»"," 69","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Филадельфия с копченым лососем»"," 147","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Токио спайс»"," 189","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Ролл «Бекон»"," 69","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Катана»"," 538","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Гейша»"," 579","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Дайто»"," 321","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Осака»"," 451","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Кофу»"," 403","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Токаи»"," 594","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Минатоку»"," 495","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Иваки»"," 684","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Гифу»"," 417","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Каноя»"," 451","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Ямато»"," 441","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Сакура»"," 654","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Самурай»"," 627","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суши","Сет «Йоши»"," 510","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","Сок «Sandora» томатный"," 43","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","Сок «Sandora» апельсиновый"," 43","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","Сок «Sandora» мультивитамин"," 43","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","Сок «Sandora» яблочный"," 43","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","Сок «Sandora» вишневый"," 43","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","Сок «Sandora» сицилийский апельсин"," 43","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","Вода «Aqua Minerale» газированная"," 14","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","Вода «Aqua Minerale» негазированная"," 14","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","Pepsi"," от 19","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","Mirinda"," 29","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Напиток","7UP"," 29","Sushi Pizza Box","https://eda.ua/restorany/sushi-pizza-box","улица Социалистическая, 21/10"
"Суп","Тайский острый суп «Том-ям кай»"," 99","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Суп","Суп «Рамэн с телятиной»"," 99","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Салат","Салат «Венето»"," 99","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Салат","Салат «Джерси Айленд»"," 99","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Салат","Салат «Сен Мартен Дю Мон»"," 99","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Салат","Салат «Цезарь»"," 99","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Паста","Лапша «Удон со свининой в соусе «Чили»"," 115","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Паста","Лапша «Удон с курицей под устричным соусом»"," 115","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Паста","Лапша «Стеклянная с курицей под имбирно-соевым соусом»"," 105","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Паста","Лапша «Стеклянная с мясом кальмара»"," 135","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Паста","Лапша «Стеклянная со свининой под соусом «Терияки»"," 125","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Паста","Лапша «Стеклянная с овощами под соусом «Кимчи»"," 120","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Паста","Лапша «Яичная с курицей под соусом «Терияки»"," 105","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Паста","Лапша «Яичная с говядиной под устричным соусом»"," 115","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Эль классико»"," от 160","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Беконатор»"," от 170","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Рокки»"," от 170","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Шегги»"," от 170","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «ПЕППЕРенко»"," от 160","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Чикаго»"," от 160","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Ливерпуль»"," от 130","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Энцо Феррари»"," от 170","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Пабло Эскобар»"," от 205","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Чиллаут»"," от 170","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Беконатор 2»"," от 235","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Чак Норрис»"," от 160","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Бургер","Бургер «Jazz Night»"," от 170","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Пиво","Пиво «Tuborg»"," 39","Contrabanda","https://eda.ua/restorany/contrabanda",""
"Салат","Салат «Цезарь»"," 99.95","Тако","https://eda.ua/restorany/tako",""
"Салат","Салат «Тако»"," 59.95","Тако","https://eda.ua/restorany/tako",""
"Салат","Салат с телятиной"," 79.95","Тако","https://eda.ua/restorany/tako",""
"Бургер","Бургер «Тасо»"," 113.95","Тако","https://eda.ua/restorany/tako",""
"Бургер","Бургер «Mexico»"," 76.95","Тако","https://eda.ua/restorany/tako",""
"Бургер","Бургер с беконом и авокадо"," 76.95","Тако","https://eda.ua/restorany/tako",""
"Бургер","Бургер «Classic»"," 69.95","Тако","https://eda.ua/restorany/tako",""
"Бургер","Бургер «Фиш»"," 54.95","Тако","https://eda.ua/restorany/tako",""
"Напиток","Coca-Cola"," 25","Тако","https://eda.ua/restorany/tako",""
"Напиток","Sprite"," 25","Тако","https://eda.ua/restorany/tako",""
"Напиток","Вода «Bonaqua» негазированная"," 25","Тако","https://eda.ua/restorany/tako",""
"Напиток","Вода «Bonaqua» газированная"," 25","Тако","https://eda.ua/restorany/tako",""
"Напиток","Сок «Rich» в ассортименте"," 40","Тако","https://eda.ua/restorany/tako",""
"Пицца","Пицца «Маргарита» (30 см)"," 95","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Грибная поляна» (30 см)"," 115","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Четыре сезона» (30 см)"," 119","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Ассорти» (30 см)"," 129","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Вегетарианская» (30 см)"," 129","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Пепперони» (30 см)"," 129","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Восточная красавица» (30 см)"," 135","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Кваттро ди карне» (30 см)"," 135","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Мюнхенская» (30 см)"," 135","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Классическая» (30 см)"," 135","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Тревизо» (30 см)"," 135","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Футбольная» (30 см)"," 135","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Гавайская» (30 см)"," 139","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Корно россо» (30 см)"," 139","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Мясной бум» (30 см)"," 139","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Пикантэ» (30 см)"," 139","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Охотничья» (30 см)"," 139","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Семейная» (30 см)"," 139","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Студенческая» (30 см)"," 139","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Тартарино» (30 см)"," 139","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Толстый фраер» (30 см)"," 139","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Фантазия вкуса» (30 см)"," 139","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Четыре сыра» (30 см)"," 165","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Морская» (30 см)"," 189","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Дольче» (30 см)"," 199","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Маргарита» (40 см)"," 125.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Грибная поляна» (40 см)"," 193.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Четыре сезона» (40 см)"," 197.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Ассорти» (40 см)"," 215.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Вегетарианская» (40 см)"," 215.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Пепперони» (40 см)"," 215.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Восточная красавица» (40 см)"," 224.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Кваттро ди карне» (40 см)"," 224.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Мюнхенская» (40 см)"," 224.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Классическая» (40 см)"," 224.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Тревизо» (40 см)"," 224.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Футбольная» (40 см)"," 224.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Гавайская» (40 см)"," 229.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Корно россо» (40 см)"," 229.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Мясной бум» (40 см)"," 229.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Пикантэ» (40 см)"," 229.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Охотничья» (40 см)"," 229.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Семейная» (40 см)"," 229.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Студенческая» (40 см)"," 229.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Тартарино» (40 см)"," 229.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Толстый фраер» (40 см)"," 229.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Фантазия вкуса» (40 см)"," 229.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Четыре сыра» (40 см)"," 256.50","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Морская» (40 см)"," 314.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Пицца «Дольче» (40 см)"," 332.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Кальцоне «Мясная»"," 119","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Кальцоне «Сырная»"," 125","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Крем-суп «Грибной»"," 59","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Крем-суп из брокколи"," 49","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Мисо-суп"," 45","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Мисо-суп с курицей"," 49","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Мисо-суп с лососем"," 85","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Мисо-суп с угрем"," 97","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Суп «Оями»"," 49","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Острый суп с телятиной"," 59","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Суп «Сливочный с лососем»"," 85","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Крем-суп «Сырный»"," 59","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суп","Суп «Куриный с лапшой»"," 45","Pizza House","https://eda.ua/restorany/pizza-house",""
"Салат","Микс-салат с беконом"," 95","Pizza House","https://eda.ua/restorany/pizza-house",""
"Салат","Микс-салат с копченым куриным филе и апельсином"," 85","Pizza House","https://eda.ua/restorany/pizza-house",""
"Салат","Микс-салат с курицей"," 95","Pizza House","https://eda.ua/restorany/pizza-house",""
"Салат","Салат «Греческий»"," 85","Pizza House","https://eda.ua/restorany/pizza-house",""
"Салат","Салат «Овощной микс»"," 79","Pizza House","https://eda.ua/restorany/pizza-house",""
"Салат","Салат «Цезарь с курицей»"," 109","Pizza House","https://eda.ua/restorany/pizza-house",""
"Салат","Салат «Цезарь с лососем»"," 129","Pizza House","https://eda.ua/restorany/pizza-house",""
"Салат","Микс-салат с лососем и горошком"," 119","Pizza House","https://eda.ua/restorany/pizza-house",""
"Салат","Салат «Чука»"," 89","Pizza House","https://eda.ua/restorany/pizza-house",""
"Паста","Паста «Болоньезе»"," 79","Pizza House","https://eda.ua/restorany/pizza-house",""
"Паста","Паста «Карбонара»"," 89","Pizza House","https://eda.ua/restorany/pizza-house",""
"Паста","Паста с курицей"," 85","Pizza House","https://eda.ua/restorany/pizza-house",""
"Паста","Паста «Сырная»"," 89","Pizza House","https://eda.ua/restorany/pizza-house",""
"Паста","Паста с морепродуктами"," 135","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Аляска краб»"," 89.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Аляска кунсей»"," 107.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Аляска с курицей»"," 89.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Аляска с лососем»"," 107.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Аляска с угрем»"," 125.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Бонито кунсей»"," 107.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Бонито с крабом»"," 89.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Бонито с курицей»"," 89.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Бонито с лососем»"," 107.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Бонито с угрем»"," 125.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Драйв»"," 156.60","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Калифорния кунсей»"," 107.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Калифорния с крабом»"," 89.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Калифорния с курицей»"," 89.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Калифорния с лососем»"," 107.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Калифорния с угрем»"," 125.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Каппа маки»"," 35.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Кунсей маки»"," 71.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Сяке маки»"," 71.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Унаги маки»"," 98.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Филадельфия classic»"," 125.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Филадельфия кунсей»"," 125.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Филадельфия с угрем»"," 156.60","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Филадельфия с авокадо»"," 120.60","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Хоккайдо»"," 125.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Ясай вега»"," 62.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Авокадо маки»"," 44.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Ролл «Сяке кунсей фирменный»"," 89.10","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Сет «Филадельфия»"," 549","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Сет «Студенческий»"," 399","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Сет «Ямато»"," 439","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Сет «Хотака»"," 519","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Сет «Мидори»"," 349","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Сет «Мурасаки»"," 549","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Сет «Гункан микс»"," 249","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Сет «Фудзи»"," 499","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Суши «Гункан краб»"," 29","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Суши «Гункан кунсей»"," 35","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Суши «Гункан лосось»"," 35","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Суши «Гункан угорь»"," 39","Pizza House","https://eda.ua/restorany/pizza-house",""
"Суши","Суши «Гункан с копченым куриным филе»"," 32","Pizza House","https://eda.ua/restorany/pizza-house",""
"Напиток","Pepsi"," 34","Pizza House","https://eda.ua/restorany/pizza-house",""
"Напиток","Mirinda"," 34","Pizza House","https://eda.ua/restorany/pizza-house",""
"Напиток","7UP"," 34","Pizza House","https://eda.ua/restorany/pizza-house",""
"Напиток","Вода «Aqua Minerale» газированная"," 19","Pizza House","https://eda.ua/restorany/pizza-house",""
"Напиток","Вода «Aqua Minerale» негазированная"," 19","Pizza House","https://eda.ua/restorany/pizza-house",""
"Напиток","Соки «Sandora» в ассортименте"," от 45","Pizza House","https://eda.ua/restorany/pizza-house",""
"Пицца","Кальцоне «Бьянка»"," 155","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Кальцоне «Россо»"," 155","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Изола»"," от 210","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «33»"," от 210","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Голд»"," от 225","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Карне»"," от 220","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Четыре сыра»"," от 225","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
